Rent,Size,BHK,Bathroom,Furnishing Status,City
8500,1062,3,2,Semi-Furnished,Chennai
8500,800,2,2,Unfurnished,Chennai
5000,450,1,1,Unfurnished,Chennai
8500,900,2,1,Unfurnished,Chennai
100000,2240,4,4,Furnished,Chennai
7500,500,1,1,Unfurnished,Chennai
7000,750,1,1,Unfurnished,Chennai
26000,1400,3,3,Semi-Furnished,Chennai
12000,1200,2,2,Semi-Furnished,Chennai
18000,1424,2,2,Semi-Furnished,Chennai
13000,450,1,1,Unfurnished,Chennai
160000,2700,3,2,Furnished,Chennai
8000,805,2,2,Unfurnished,Chennai
6000,434,1,1,Unfurnished,Chennai
12500,1000,2,2,Semi-Furnished,Chennai
6500,595,1,1,Semi-Furnished,Chennai
10000,685,2,2,Unfurnished,Chennai
12500,1075,2,2,Semi-Furnished,Chennai
22000,1100,3,3,Semi-Furnished,Chennai
17000,950,2,2,Unfurnished,Chennai
20000,1500,3,3,Unfurnished,Chennai
22000,1100,3,2,Semi-Furnished,Chennai
11500,1100,2,2,Semi-Furnished,Chennai
23000,1000,3,3,Unfurnished,Chennai
19000,800,2,2,Semi-Furnished,Chennai
45000,1500,3,2,Semi-Furnished,Chennai
17000,1250,3,2,Semi-Furnished,Chennai
9500,650,2,2,Unfurnished,Chennai
45000,1650,3,3,Unfurnished,Chennai
60000,2317,4,4,Unfurnished,Chennai
12000,950,2,2,Semi-Furnished,Chennai
40000,1700,3,3,Furnished,Chennai
16000,1300,3,2,Furnished,Chennai
9000,805,2,2,Semi-Furnished,Chennai
35000,1109,2,2,Semi-Furnished,Chennai
4000,300,1,1,Unfurnished,Chennai
11000,700,2,1,Unfurnished,Chennai
9500,950,2,2,Semi-Furnished,Chennai
25000,1290,3,3,Unfurnished,Chennai
10000,950,2,2,Unfurnished,Chennai
12000,400,1,1,Furnished,Chennai
19397,2000,2,2,Furnished,Chennai
12000,939,2,2,Semi-Furnished,Chennai
10000,1200,3,3,Unfurnished,Chennai
20000,1800,2,2,Semi-Furnished,Chennai
15000,1200,3,2,Unfurnished,Chennai
28000,1200,2,2,Semi-Furnished,Chennai
10000,1750,3,3,Unfurnished,Chennai
3500,300,1,1,Unfurnished,Chennai
8000,650,1,1,Unfurnished,Chennai
13500,950,2,2,Semi-Furnished,Chennai
36000,1610,3,3,Semi-Furnished,Chennai
15000,900,2,2,Unfurnished,Chennai
5000,550,1,1,Unfurnished,Chennai
10000,700,2,2,Unfurnished,Chennai
10000,800,2,2,Unfurnished,Chennai
8500,580,2,2,Semi-Furnished,Chennai
11000,950,2,2,Semi-Furnished,Chennai
8000,700,1,1,Unfurnished,Chennai
12000,600,2,1,Semi-Furnished,Chennai
5000,200,1,1,Semi-Furnished,Chennai
7000,600,1,1,Semi-Furnished,Chennai
15000,550,2,2,Unfurnished,Chennai
10000,600,1,1,Unfurnished,Chennai
37500,1680,3,3,Semi-Furnished,Chennai
7000,1100,2,2,Unfurnished,Chennai
6500,600,1,1,Unfurnished,Chennai
16000,820,2,2,Semi-Furnished,Chennai
34000,1125,3,3,Semi-Furnished,Chennai
11500,973,2,2,Semi-Furnished,Chennai
15000,780,2,1,Furnished,Chennai
8000,400,1,1,Unfurnished,Chennai
220000,4000,4,4,Semi-Furnished,Chennai
22000,1000,2,2,Semi-Furnished,Chennai
85000,3500,3,3,Semi-Furnished,Chennai
6000,350,1,1,Semi-Furnished,Chennai
14000,800,2,2,Semi-Furnished,Chennai
11500,700,2,2,Unfurnished,Chennai
6000,550,1,1,Unfurnished,Chennai
24000,2100,3,4,Semi-Furnished,Chennai
32000,1700,3,3,Semi-Furnished,Chennai
16000,1420,3,2,Semi-Furnished,Chennai
13000,950,2,2,Semi-Furnished,Chennai
14000,780,2,2,Semi-Furnished,Chennai
7500,800,1,1,Unfurnished,Chennai
10000,500,2,1,Semi-Furnished,Chennai
18500,1000,2,2,Semi-Furnished,Chennai
12000,750,2,2,Unfurnished,Chennai
17000,1200,2,2,Unfurnished,Chennai
35000,1152,3,3,Semi-Furnished,Chennai
9000,843,2,2,Semi-Furnished,Chennai
13000,900,2,2,Unfurnished,Chennai
27999,1250,2,2,Semi-Furnished,Chennai
11000,650,2,2,Unfurnished,Chennai
140000,2600,4,4,Semi-Furnished,Chennai
12000,700,1,1,Unfurnished,Chennai
13000,720,2,2,Unfurnished,Chennai
250000,3500,4,4,Semi-Furnished,Chennai
80000,3000,4,4,Unfurnished,Chennai
22999,1144,2,2,Semi-Furnished,Chennai
36000,1750,3,3,Unfurnished,Chennai
70000,1450,3,2,Unfurnished,Chennai
12500,590,2,1,Unfurnished,Chennai
18000,900,2,2,Semi-Furnished,Chennai
10000,800,2,1,Semi-Furnished,Chennai
18000,1000,2,2,Semi-Furnished,Chennai
37000,1650,3,3,Semi-Furnished,Chennai
18000,700,2,2,Semi-Furnished,Chennai
25000,1280,3,2,Semi-Furnished,Chennai
10000,700,2,2,Unfurnished,Chennai
15000,980,2,2,Unfurnished,Chennai
15000,900,2,2,Semi-Furnished,Chennai
9000,450,1,1,Unfurnished,Chennai
14000,1200,2,2,Unfurnished,Chennai
8500,650,2,2,Semi-Furnished,Chennai
35000,1903,3,3,Semi-Furnished,Chennai
10000,650,2,1,Semi-Furnished,Chennai
5000,450,1,1,Unfurnished,Chennai
23000,900,2,2,Unfurnished,Chennai
15000,550,2,1,Unfurnished,Chennai
18500,750,2,2,Semi-Furnished,Chennai
28000,1000,2,2,Semi-Furnished,Chennai
32000,1050,3,3,Semi-Furnished,Chennai
14000,650,1,2,Furnished,Chennai
7000,400,1,1,Semi-Furnished,Chennai
33000,1075,3,3,Semi-Furnished,Chennai
100000,2000,3,3,Semi-Furnished,Chennai
18000,720,2,2,Semi-Furnished,Chennai
16000,1000,3,2,Unfurnished,Chennai
8500,500,1,1,Unfurnished,Chennai
10000,900,2,2,Furnished,Chennai
13500,900,2,2,Semi-Furnished,Chennai
19000,900,2,2,Semi-Furnished,Chennai
11500,1000,1,2,Unfurnished,Chennai
22000,1300,3,3,Semi-Furnished,Chennai
12000,1383,3,3,Semi-Furnished,Chennai
10000,800,2,2,Semi-Furnished,Chennai
15000,1500,2,2,Unfurnished,Chennai
35000,1350,3,2,Semi-Furnished,Chennai
70000,2000,3,3,Semi-Furnished,Chennai
32000,1200,3,2,Unfurnished,Chennai
35000,1912,3,3,Unfurnished,Chennai
10000,500,1,1,Unfurnished,Chennai
11000,950,2,2,Unfurnished,Chennai
12000,1000,2,2,Unfurnished,Chennai
40000,1600,3,3,Unfurnished,Chennai
8000,900,2,2,Unfurnished,Chennai
20000,1265,3,2,Semi-Furnished,Chennai
12000,1060,3,2,Semi-Furnished,Chennai
15000,1050,2,2,Semi-Furnished,Chennai
27000,1500,3,3,Unfurnished,Chennai
13000,890,2,2,Unfurnished,Chennai
9000,700,2,3,Unfurnished,Chennai
25000,1146,3,2,Semi-Furnished,Chennai
12000,700,1,1,Semi-Furnished,Chennai
18000,800,2,2,Semi-Furnished,Chennai
9500,640,2,2,Unfurnished,Chennai
14000,909,2,2,Semi-Furnished,Chennai
40000,2400,4,3,Unfurnished,Chennai
70000,3800,4,4,Semi-Furnished,Chennai
15000,400,2,2,Unfurnished,Chennai
8500,886,2,2,Unfurnished,Chennai
27500,1570,3,3,Semi-Furnished,Chennai
15000,900,2,2,Unfurnished,Chennai
5000,400,1,1,Unfurnished,Chennai
26000,1600,2,2,Semi-Furnished,Chennai
14000,1000,2,2,Unfurnished,Chennai
20000,850,2,2,Semi-Furnished,Chennai
12000,750,2,2,Unfurnished,Chennai
17000,750,2,2,Unfurnished,Chennai
75000,2000,3,3,Semi-Furnished,Chennai
19500,1270,3,2,Semi-Furnished,Chennai
10000,2000,2,2,Semi-Furnished,Chennai
32000,1250,2,2,Furnished,Chennai
15000,1000,2,2,Unfurnished,Chennai
28000,1050,3,3,Semi-Furnished,Chennai
10677,800,2,2,Semi-Furnished,Chennai
50000,1625,3,3,Furnished,Chennai
32500,1535,3,3,Unfurnished,Chennai
23000,850,2,2,Furnished,Chennai
75000,3800,4,4,Semi-Furnished,Hyderabad
250000,4500,4,4,Semi-Furnished,Hyderabad
10000,1100,2,2,Unfurnished,Hyderabad
60000,3200,3,3,Semi-Furnished,Hyderabad
12000,647,2,1,Unfurnished,Hyderabad
48000,1798,3,3,Semi-Furnished,Hyderabad
58000,1700,3,3,Furnished,Hyderabad
14000,930,2,2,Semi-Furnished,Hyderabad
7000,150,1,1,Unfurnished,Hyderabad
13000,1200,2,2,Semi-Furnished,Hyderabad
11000,1250,2,2,Unfurnished,Hyderabad
9500,900,2,2,Semi-Furnished,Hyderabad
7500,500,1,1,Semi-Furnished,Hyderabad
14000,900,2,2,Semi-Furnished,Hyderabad
16000,1100,2,2,Furnished,Hyderabad
18000,1500,3,3,Semi-Furnished,Hyderabad
8200,500,1,1,Unfurnished,Hyderabad
12000,1300,3,3,Furnished,Hyderabad
10000,300,1,1,Furnished,Hyderabad
13000,800,2,2,Semi-Furnished,Hyderabad
22000,1400,3,2,Semi-Furnished,Hyderabad
10500,500,1,1,Furnished,Hyderabad
11000,750,2,2,Unfurnished,Hyderabad
20000,1200,3,3,Semi-Furnished,Hyderabad
14000,1350,3,2,Semi-Furnished,Hyderabad
12500,1400,2,2,Unfurnished,Hyderabad
10500,450,1,1,Unfurnished,Hyderabad
30000,2061,3,3,Furnished,Hyderabad
11000,100,2,2,Furnished,Hyderabad
9000,1100,2,2,Semi-Furnished,Hyderabad
35000,1650,3,3,Semi-Furnished,Hyderabad
23382,1500,3,3,Semi-Furnished,Hyderabad
9500,1140,2,2,Semi-Furnished,Hyderabad
9000,990,2,2,Unfurnished,Hyderabad
60000,1700,3,3,Semi-Furnished,Hyderabad
11000,1200,2,2,Unfurnished,Hyderabad
11000,850,2,2,Unfurnished,Hyderabad
11000,900,2,2,Unfurnished,Hyderabad
8000,800,2,2,Semi-Furnished,Hyderabad
9000,1000,2,2,Unfurnished,Hyderabad
8000,1020,2,2,Semi-Furnished,Hyderabad
5500,300,1,1,Unfurnished,Hyderabad
12000,1800,2,2,Semi-Furnished,Hyderabad
25000,919,3,2,Semi-Furnished,Hyderabad
23000,25,3,3,Semi-Furnished,Hyderabad
12000,1050,2,2,Semi-Furnished,Hyderabad
6500,200,2,2,Unfurnished,Hyderabad
9000,450,1,1,Unfurnished,Hyderabad
25000,1000,4,3,Semi-Furnished,Hyderabad
12500,1250,3,2,Semi-Furnished,Hyderabad
45000,1900,3,3,Unfurnished,Hyderabad
27000,1500,2,2,Semi-Furnished,Hyderabad
75000,2395,3,3,Semi-Furnished,Hyderabad
9000,1800,2,2,Furnished,Hyderabad
12000,700,2,2,Unfurnished,Hyderabad
24000,1700,3,2,Unfurnished,Hyderabad
15000,1200,2,2,Unfurnished,Hyderabad
24000,1600,3,3,Semi-Furnished,Hyderabad
12000,745,2,2,Unfurnished,Hyderabad
27000,2210,3,3,Semi-Furnished,Hyderabad
30000,1450,3,3,Semi-Furnished,Hyderabad
20000,1400,3,3,Semi-Furnished,Hyderabad
22000,2000,3,3,Furnished,Hyderabad
25000,1815,4,3,Semi-Furnished,Hyderabad
23000,1000,2,1,Semi-Furnished,Hyderabad
12000,1000,2,2,Unfurnished,Hyderabad
18000,1200,2,3,Unfurnished,Hyderabad
55000,2430,3,3,Semi-Furnished,Hyderabad
5000,140,1,1,Unfurnished,Hyderabad
13000,1200,2,2,Semi-Furnished,Hyderabad
9000,1100,2,3,Unfurnished,Hyderabad
7000,800,2,2,Unfurnished,Hyderabad
28000,1500,3,3,Semi-Furnished,Hyderabad
15000,1200,2,2,Semi-Furnished,Hyderabad
14000,1350,3,3,Semi-Furnished,Hyderabad
45000,2300,5,3,Unfurnished,Hyderabad
12000,1300,1,2,Furnished,Hyderabad
12500,1000,2,2,Semi-Furnished,Hyderabad
13000,1210,2,2,Unfurnished,Hyderabad
9500,1050,2,2,Unfurnished,Hyderabad
35000,1600,3,3,Semi-Furnished,Hyderabad
4000,300,1,1,Unfurnished,Hyderabad
8000,300,1,1,Semi-Furnished,Hyderabad
12500,1010,2,2,Unfurnished,Hyderabad
65000,1850,3,3,Furnished,Hyderabad
13000,1300,2,2,Semi-Furnished,Hyderabad
12500,1100,2,2,Unfurnished,Hyderabad
45000,2200,3,3,Semi-Furnished,Hyderabad
6000,500,1,1,Unfurnished,Hyderabad
50000,2290,3,3,Semi-Furnished,Hyderabad
40000,1900,3,3,Semi-Furnished,Hyderabad
30000,1600,3,3,Semi-Furnished,Hyderabad
7000,800,2,1,Unfurnished,Hyderabad
25000,1600,3,3,Furnished,Hyderabad
9000,500,1,1,Unfurnished,Hyderabad
16000,1500,3,3,Furnished,Hyderabad
10500,650,1,1,Semi-Furnished,Hyderabad
100000,3300,4,4,Semi-Furnished,Hyderabad
9000,1200,2,2,Unfurnished,Hyderabad
11000,800,2,2,Semi-Furnished,Hyderabad
24000,1200,3,4,Semi-Furnished,Hyderabad
12000,1000,2,1,Unfurnished,Hyderabad
20000,1600,2,3,Unfurnished,Hyderabad
24000,1200,2,2,Furnished,Hyderabad
12000,1100,2,2,Semi-Furnished,Hyderabad
12000,1250,3,3,Semi-Furnished,Hyderabad
10000,1100,2,2,Unfurnished,Hyderabad
45000,1600,2,2,Furnished,Hyderabad
22000,1000,2,2,Semi-Furnished,Hyderabad
6500,455,1,1,Unfurnished,Hyderabad
40000,1473,3,2,Furnished,Hyderabad
300000,4050,5,4,Unfurnished,Hyderabad
4000,400,1,1,Unfurnished,Hyderabad
12000,1300,2,2,Semi-Furnished,Hyderabad
27000,2520,4,5,Semi-Furnished,Hyderabad
10000,500,1,1,Furnished,Hyderabad
10000,200,2,1,Unfurnished,Hyderabad
10000,1200,2,2,Unfurnished,Hyderabad
18000,1950,3,3,Semi-Furnished,Hyderabad
14500,500,1,1,Semi-Furnished,Hyderabad
9000,500,1,3,Unfurnished,Hyderabad
14000,1150,2,2,Furnished,Hyderabad
18000,242,2,2,Unfurnished,Hyderabad
9500,720,2,2,Semi-Furnished,Hyderabad
49000,1800,3,3,Unfurnished,Hyderabad
9000,450,1,1,Semi-Furnished,Hyderabad
130000,130,2,2,Unfurnished,Hyderabad
8000,690,2,2,Unfurnished,Hyderabad
13000,1000,2,2,Furnished,Hyderabad
18000,1500,3,2,Semi-Furnished,Hyderabad
18000,1150,3,3,Semi-Furnished,Hyderabad
32000,1783,3,2,Semi-Furnished,Hyderabad
15000,900,2,2,Unfurnished,Hyderabad
35000,1725,3,3,Furnished,Hyderabad
6000,680,1,1,Unfurnished,Hyderabad
9000,550,1,1,Semi-Furnished,Hyderabad
9500,1290,2,2,Semi-Furnished,Hyderabad
12500,1450,2,2,Semi-Furnished,Hyderabad
25000,1300,2,2,Semi-Furnished,Hyderabad
15000,1450,2,2,Semi-Furnished,Hyderabad
38000,1496,3,2,Semi-Furnished,Hyderabad
20000,1850,3,2,Semi-Furnished,Hyderabad
15000,1600,3,3,Semi-Furnished,Hyderabad
130000,3500,3,3,Semi-Furnished,Hyderabad
27000,1850,3,3,Semi-Furnished,Hyderabad
16000,1210,2,2,Unfurnished,Hyderabad
13000,1400,2,2,Semi-Furnished,Hyderabad
10000,950,2,2,Semi-Furnished,Hyderabad
10000,878,2,2,Semi-Furnished,Hyderabad
17000,875,2,2,Unfurnished,Hyderabad
12500,300,2,2,Furnished,Hyderabad
25000,1800,3,3,Furnished,Hyderabad
35000,1956,3,3,Semi-Furnished,Hyderabad
12000,800,2,1,Unfurnished,Hyderabad
12000,1175,2,2,Unfurnished,Hyderabad
15000,1080,2,2,Semi-Furnished,Hyderabad
45000,1955,3,3,Unfurnished,Hyderabad
20000,950,2,2,Unfurnished,Hyderabad
15000,800,2,2,Unfurnished,Hyderabad
10000,1090,2,2,Unfurnished,Hyderabad
15000,1450,3,3,Semi-Furnished,Hyderabad
19800,1070,2,2,Semi-Furnished,Hyderabad
8500,60,2,2,Unfurnished,Hyderabad
130000,3133,4,5,Furnished,Hyderabad
8500,900,1,1,Unfurnished,Hyderabad
4500,60,1,1,Semi-Furnished,Hyderabad
9000,600,2,2,Unfurnished,Hyderabad
13000,750,1,1,Semi-Furnished,Hyderabad
18000,900,2,2,Unfurnished,Hyderabad
26000,1800,3,3,Semi-Furnished,Hyderabad
17000,470,1,1,Furnished,Hyderabad
9000,720,2,2,Unfurnished,Hyderabad
8000,450,1,1,Unfurnished,Hyderabad
10000,600,2,2,Unfurnished,Hyderabad
12000,1100,2,2,Unfurnished,Hyderabad
14000,1300,2,2,Unfurnished,Hyderabad
25000,1500,2,2,Semi-Furnished,Hyderabad
22000,1200,2,2,Furnished,Hyderabad
45000,3000,4,4,Semi-Furnished,Hyderabad
20000,2000,3,3,Semi-Furnished,Hyderabad
16000,800,2,2,Unfurnished,Hyderabad
35000,1000,3,3,Semi-Furnished,Hyderabad
15000,1200,2,2,Unfurnished,Hyderabad
5500,400,1,1,Unfurnished,Hyderabad
35000,1250,3,2,Unfurnished,Hyderabad
14000,700,1,1,Semi-Furnished,Hyderabad
25000,1100,2,2,Furnished,Hyderabad
36000,2050,4,2,Semi-Furnished,Hyderabad
20000,1428,2,2,Semi-Furnished,Hyderabad
30000,1700,3,3,Furnished,Hyderabad
12000,1140,2,2,Semi-Furnished,Hyderabad
16000,1000,2,2,Semi-Furnished,Hyderabad
13000,1160,2,2,Unfurnished,Hyderabad
22000,3000,3,2,Furnished,Hyderabad
15000,450,1,1,Unfurnished,Hyderabad
14000,1540,3,2,Unfurnished,Hyderabad
8000,1000,2,2,Semi-Furnished,Hyderabad
57000,1417,3,3,Furnished,Hyderabad
1200,2100,3,3,Furnished,Hyderabad
8000,550,2,1,Unfurnished,Hyderabad
15000,1600,3,3,Semi-Furnished,Hyderabad
17000,1200,2,2,Furnished,Hyderabad
12000,500,2,2,Furnished,Hyderabad
25000,1300,3,2,Semi-Furnished,Hyderabad
13000,600,2,1,Unfurnished,Hyderabad
35000,1565,3,3,Furnished,Hyderabad
6500,350,1,1,Unfurnished,Hyderabad
11000,1100,2,2,Unfurnished,Hyderabad
25000,1200,2,2,Semi-Furnished,Hyderabad
35000,2000,3,3,Furnished,Hyderabad
27000,2200,3,3,Semi-Furnished,Hyderabad
18000,1400,3,3,Unfurnished,Hyderabad
20000,1950,3,3,Semi-Furnished,Hyderabad
8500,130,2,2,Unfurnished,Hyderabad
14000,1300,2,2,Semi-Furnished,Hyderabad
35000,1675,3,3,Unfurnished,Hyderabad
16000,1135,2,2,Semi-Furnished,Hyderabad
20000,1800,3,2,Unfurnished,Hyderabad
18000,1400,3,3,Furnished,Hyderabad
140000,3698,4,5,Semi-Furnished,Hyderabad
10000,950,2,2,Unfurnished,Hyderabad
12000,650,2,2,Unfurnished,Hyderabad
5300,100,1,1,Semi-Furnished,Hyderabad
11000,950,2,2,Unfurnished,Hyderabad
12000,1000,2,2,Unfurnished,Hyderabad
12000,900,2,1,Semi-Furnished,Hyderabad
20000,1800,3,3,Semi-Furnished,Hyderabad
13000,1000,2,2,Unfurnished,Hyderabad
22000,1800,3,3,Semi-Furnished,Hyderabad
15000,1000,2,2,Semi-Furnished,Hyderabad
5400,450,1,1,Unfurnished,Hyderabad
16500,1771,3,3,Unfurnished,Hyderabad
12000,1150,2,2,Furnished,Hyderabad
8500,1000,2,2,Semi-Furnished,Hyderabad
14000,1050,2,2,Semi-Furnished,Hyderabad
15000,1500,3,2,Unfurnished,Hyderabad
6000,750,2,2,Unfurnished,Hyderabad
14000,1100,2,2,Semi-Furnished,Hyderabad
15000,800,2,2,Unfurnished,Hyderabad
37000,150,3,3,Unfurnished,Hyderabad
6500,750,1,1,Unfurnished,Hyderabad
10000,600,2,1,Unfurnished,Hyderabad
12000,1080,2,2,Semi-Furnished,Hyderabad
12000,1100,2,2,Unfurnished,Hyderabad
9000,750,2,2,Semi-Furnished,Hyderabad
60000,2405,3,4,Semi-Furnished,Hyderabad
18000,1248,2,2,Semi-Furnished,Hyderabad
14000,1110,2,2,Semi-Furnished,Hyderabad
50000,2300,3,3,Semi-Furnished,Hyderabad
17000,1000,2,2,Furnished,Hyderabad
9000,800,2,2,Unfurnished,Hyderabad
80000,3115,4,5,Furnished,Hyderabad
7500,500,1,1,Unfurnished,Hyderabad
14000,950,2,2,Unfurnished,Hyderabad
14000,1374,2,2,Semi-Furnished,Hyderabad
10000,1300,1,1,Furnished,Hyderabad
17000,1150,2,2,Furnished,Hyderabad
6500,450,1,1,Semi-Furnished,Hyderabad
10000,927,2,2,Semi-Furnished,Hyderabad
22000,1500,3,3,Unfurnished,Hyderabad
15000,1200,2,2,Unfurnished,Hyderabad
12000,1200,2,2,Semi-Furnished,Hyderabad
52000,2800,3,3,Furnished,Hyderabad
6500,562,1,1,Unfurnished,Hyderabad
20000,1500,2,2,Semi-Furnished,Hyderabad
25000,1950,3,3,Semi-Furnished,Hyderabad
14000,1360,3,2,Furnished,Hyderabad
25000,1800,3,3,Semi-Furnished,Hyderabad
12500,950,2,2,Semi-Furnished,Hyderabad
12000,780,2,2,Unfurnished,Hyderabad
10000,500,1,1,Semi-Furnished,Hyderabad
17000,1050,2,2,Semi-Furnished,Hyderabad
15500,600,1,1,Semi-Furnished,Hyderabad
65000,1800,3,3,Semi-Furnished,Hyderabad
60000,1800,3,3,Unfurnished,Hyderabad
45000,1900,3,3,Semi-Furnished,Hyderabad
10500,1100,2,2,Unfurnished,Hyderabad
9000,200,2,1,Unfurnished,Hyderabad
20000,1400,3,3,Semi-Furnished,Hyderabad
20000,1200,2,2,Semi-Furnished,Hyderabad
18000,1600,3,3,Furnished,Hyderabad
12000,1150,2,2,Semi-Furnished,Hyderabad
12000,130,2,2,Unfurnished,Hyderabad
120000,3800,4,4,Semi-Furnished,Hyderabad
28000,1720,3,3,Semi-Furnished,Hyderabad
6000,500,1,1,Unfurnished,Hyderabad
12500,1200,2,2,Unfurnished,Hyderabad
31000,2400,4,4,Semi-Furnished,Hyderabad
7000,800,2,2,Furnished,Hyderabad
22000,1300,2,2,Semi-Furnished,Hyderabad
17500,1400,2,2,Furnished,Hyderabad
14000,650,2,2,Unfurnished,Hyderabad
9500,103,2,2,Unfurnished,Hyderabad
7000,950,1,1,Semi-Furnished,Hyderabad
15000,1500,3,3,Unfurnished,Hyderabad
15000,1550,3,2,Unfurnished,Hyderabad
10000,140,2,2,Unfurnished,Hyderabad
14000,1800,3,2,Unfurnished,Hyderabad
85000,2550,4,4,Semi-Furnished,Hyderabad
5500,500,1,1,Unfurnished,Hyderabad
14000,800,2,2,Semi-Furnished,Hyderabad
10000,800,2,2,Semi-Furnished,Hyderabad
10000,1300,2,2,Unfurnished,Hyderabad
13000,600,2,2,Unfurnished,Hyderabad
20000,1000,3,3,Unfurnished,Hyderabad
25000,1000,3,3,Semi-Furnished,Hyderabad
7500,500,1,1,Semi-Furnished,Hyderabad
200000,8000,1,10,Unfurnished,Hyderabad
12000,1100,2,2,Unfurnished,Hyderabad
9500,1100,2,2,Unfurnished,Hyderabad
12000,200,2,2,Unfurnished,Hyderabad
10000,1800,2,2,Unfurnished,Hyderabad
8000,190,2,2,Furnished,Hyderabad
16000,1350,3,2,Unfurnished,Hyderabad
12333,1200,2,2,Unfurnished,Hyderabad
9500,400,1,1,Unfurnished,Hyderabad
16000,1200,2,2,Semi-Furnished,Hyderabad
20000,1400,3,3,Semi-Furnished,Hyderabad
14000,1300,3,3,Unfurnished,Hyderabad
7500,400,1,1,Unfurnished,Hyderabad
13900,650,1,1,Unfurnished,Hyderabad
5500,500,1,1,Unfurnished,Hyderabad
9000,875,2,2,Semi-Furnished,Hyderabad
4700,850,1,2,Unfurnished,Hyderabad
30000,1730,3,3,Semi-Furnished,Hyderabad
16500,1500,3,3,Semi-Furnished,Hyderabad
24000,1600,3,3,Semi-Furnished,Hyderabad
9500,900,2,2,Unfurnished,Hyderabad
12000,925,2,2,Semi-Furnished,Hyderabad
15000,1500,2,2,Unfurnished,Hyderabad
22500,1600,3,3,Semi-Furnished,Hyderabad
32000,1300,3,3,Semi-Furnished,Hyderabad
10000,1200,2,2,Semi-Furnished,Hyderabad
13000,133,2,2,Semi-Furnished,Hyderabad
7000,950,2,2,Unfurnished,Hyderabad
12000,1200,3,3,Semi-Furnished,Hyderabad
7500,950,2,2,Unfurnished,Hyderabad
15000,1095,2,2,Semi-Furnished,Hyderabad
8000,400,1,1,Unfurnished,Hyderabad
25000,2210,3,3,Semi-Furnished,Hyderabad
26000,1450,3,2,Semi-Furnished,Hyderabad
15000,192,3,3,Semi-Furnished,Hyderabad
3000,80,1,1,Semi-Furnished,Hyderabad
12500,1315,2,2,Semi-Furnished,Hyderabad
42000,1600,3,3,Semi-Furnished,Hyderabad
20000,1450,2,2,Semi-Furnished,Hyderabad
40000,1900,3,3,Semi-Furnished,Hyderabad
45000,2600,3,3,Semi-Furnished,Hyderabad
8500,450,1,2,Unfurnished,Hyderabad
15000,1000,2,2,Semi-Furnished,Hyderabad
9000,100,2,2,Unfurnished,Hyderabad
14000,1100,2,2,Unfurnished,Hyderabad
11000,1200,2,2,Unfurnished,Hyderabad
10000,1400,2,2,Unfurnished,Hyderabad
55000,2000,3,3,Semi-Furnished,Hyderabad
10000,1070,2,2,Unfurnished,Hyderabad
25000,1450,2,2,Unfurnished,Hyderabad
27000,1230,2,2,Furnished,Hyderabad
12000,1000,2,3,Semi-Furnished,Hyderabad
16000,1200,2,2,Unfurnished,Hyderabad
8000,150,2,2,Unfurnished,Hyderabad
14000,850,2,2,Semi-Furnished,Hyderabad
10000,1300,2,2,Unfurnished,Hyderabad
150000,4761,4,5,Semi-Furnished,Hyderabad
16000,1250,2,2,Semi-Furnished,Hyderabad
6000,100,1,1,Unfurnished,Hyderabad
26000,1550,3,2,Unfurnished,Hyderabad
13000,1300,2,2,Unfurnished,Hyderabad
28000,1600,3,2,Semi-Furnished,Hyderabad
8500,1200,2,3,Unfurnished,Hyderabad
12500,1200,2,2,Semi-Furnished,Hyderabad
25000,1970,3,3,Semi-Furnished,Hyderabad
10000,650,2,2,Unfurnished,Hyderabad
12000,1000,2,3,Unfurnished,Hyderabad
15000,1500,3,3,Unfurnished,Hyderabad
6000,1250,2,2,Unfurnished,Hyderabad
30000,1940,3,3,Semi-Furnished,Hyderabad
18000,700,2,2,Unfurnished,Hyderabad
8500,700,2,1,Semi-Furnished,Hyderabad
7500,100,2,2,Unfurnished,Hyderabad
12000,300,1,1,Semi-Furnished,Hyderabad
15000,980,2,2,Semi-Furnished,Hyderabad
15500,800,2,2,Semi-Furnished,Hyderabad
20000,1250,3,2,Unfurnished,Hyderabad
11000,1000,2,2,Semi-Furnished,Hyderabad
15000,1000,2,2,Unfurnished,Hyderabad
17000,1800,3,3,Unfurnished,Hyderabad
20000,2000,3,3,Semi-Furnished,Hyderabad
20000,1500,3,3,Semi-Furnished,Hyderabad
12000,1050,2,3,Unfurnished,Hyderabad
25000,1100,2,2,Furnished,Hyderabad
11500,1000,2,2,Semi-Furnished,Hyderabad
6500,700,2,2,Unfurnished,Hyderabad
10000,750,1,1,Unfurnished,Hyderabad
6000,450,1,1,Unfurnished,Hyderabad
14000,1000,3,2,Unfurnished,Hyderabad
34000,1500,3,3,Semi-Furnished,Hyderabad
15000,1550,2,2,Furnished,Hyderabad
20000,1450,2,2,Semi-Furnished,Hyderabad
9500,650,2,2,Unfurnished,Hyderabad
10000,650,2,2,Unfurnished,Hyderabad
30000,1500,3,3,Semi-Furnished,Hyderabad
13000,900,2,2,Furnished,Hyderabad
45000,1645,3,3,Semi-Furnished,Hyderabad
8000,600,2,2,Unfurnished,Hyderabad
25000,1250,2,2,Semi-Furnished,Hyderabad
12000,1300,2,2,Semi-Furnished,Hyderabad
19000,1000,2,2,Semi-Furnished,Hyderabad
22000,1500,3,3,Semi-Furnished,Hyderabad
